id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
sonic-bridged-usdc-e-sonic,usdc.e,Sonic Bridged USDC.e (Sonic),https://coin-images.coingecko.com/coins/images/53064/large/logo.png?1735179479,0.999901,344051988,189,344051988.0,37820786.0,1.002,0.993201,-0.000363630965247497,-0.03635,5386441.0,1.59049,343420322.673493,343420322.673493,,1.046,-4.39115,2025-01-19T22:19:13.582Z,0.949963,5.28296,2025-01-19T14:23:36.501Z,,2025-03-28T09:26:27.706Z
lorenzo-stbtc,stbtc,Lorenzo stBTC,https://coin-images.coingecko.com/coins/images/50978/large/a.jpg?1730208372,84526.0,343608437,190,343608437.0,39632.0,87212.0,84393.0,-2621.209079403445,-3.00781,-9437208.635171533,-2.67308,4065.46782775272,4065.46782775272,,108549.0,-22.21844,2025-01-20T07:16:05.236Z,61389.0,37.53507,2024-10-23T18:29:45.933Z,,2025-03-28T09:26:24.098Z
cheems-token,cheems,Cheems Token,https://coin-images.coingecko.com/coins/images/30376/large/Hg4_Lhbg_400x400.jpg?1696529270,1.68e-06,343478731,191,343478731.0,11718597.0,1.78e-06,1.66e-06,-3.241658616e-08,-1.88923,-6914044.791726172,-1.97323,203672952116214.47,203672952116214.47,219776051832671.0,2.16e-06,-22.00004,2025-03-25T13:56:11.560Z,5.725e-09,29340.70755,2023-09-04T18:45:23.807Z,,2025-03-28T09:26:29.448Z
terra-luna,lunc,Terra Luna Classic,https://coin-images.coingecko.com/coins/images/8284/large/01_LunaClassic_color.png?1696508486,6.269e-05,341157147,192,407490995.0,12223805.0,6.654e-05,6.228e-05,-3.733826219111e-06,-5.62153,-20941466.73983425,-5.78336,5442718409364.326,6500988644704.575,,119.18,-99.99995,2022-04-05T12:24:58.854Z,9.99967e-07,6153.13536,2022-05-13T02:34:40.340Z,,2025-03-28T09:26:31.068Z
ether-fi-staked-eth,eeth,ether.fi Staked ETH,https://coin-images.coingecko.com/coins/images/33049/large/ether.fi_eETH.png?1700473063,1907.29,339528256,193,4607004791.0,19003.24,2036.01,1904.59,-116.09483038983853,-5.73766,-25664470.132875323,-7.02765,178473.10256062678,2421673.082041755,,5307.23,-64.06209,2024-08-06T16:16:30.007Z,1787.43,6.70657,2025-03-11T01:15:41.997Z,,2025-03-28T09:26:31.502Z
morpho,morpho,Morpho,https://coin-images.coingecko.com/coins/images/29837/large/Morpho-token-icon.png?1726771230,1.43,337553679,194,1428272684.0,28939271.0,1.59,1.42,-0.10178519572818434,-6.65358,-24518717.423932195,-6.77177,236336998.32956102,1000000000.0,1000000000.0,4.17,-65.7612,2025-01-17T12:46:19.818Z,0.713151,100.23324,2024-11-25T01:55:43.353Z,,2025-03-28T09:26:24.566Z
mantle-bridged-usdt-mantle,usdt,Mantle Bridged USDT (Mantle),https://coin-images.coingecko.com/coins/images/35069/large/logo.png?1707291114,0.999997,336801223,195,336801223.0,1982172.0,1.003,0.988557,0.00050682,0.05071,316982.0,0.0942,336528356.653986,336528356.653986,,1.26,-20.94269,2024-03-27T05:23:28.006Z,0.869914,14.96012,2024-03-15T09:13:18.491Z,,2025-03-28T09:26:24.264Z
amp-token,amp,Amp,https://coin-images.coingecko.com/coins/images/12409/large/amp-200x200.png?1696512231,0.00398271,335805306,196,397351452.0,13711978.0,0.00426276,0.00398471,-0.000232901384312597,-5.52474,-19054660.316897273,-5.36963,84231346590.2867,99669205039.99,99669205039.99,0.120813,-96.69979,2021-06-16T16:03:41.147Z,0.00140933,182.90526,2023-10-12T17:40:43.384Z,,2025-03-28T09:26:26.875Z
based-brett,brett,Brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,0.03386238,335383355,197,335383355.0,26331420.0,0.03775303,0.03382866,-0.003863840072023651,-10.24179,-38479295.38625789,-10.29236,9909888615.290136,9909888615.290136,9999998988.0,0.234204,-85.54304,2024-12-01T16:31:18.357Z,0.00084753,3895.0089,2024-02-29T08:40:24.951Z,,2025-03-28T09:26:27.877Z
layerzero,zro,LayerZero,https://coin-images.coingecko.com/coins/images/28206/large/ftxG9_TJ_400x400.jpeg?1696527208,3.01,334795125,198,3012024541.0,128981173.0,3.22,2.96,-0.15310641707441697,-4.8445,-15403642.963826299,-4.39854,111152854.20763355,1000000000.0,1000000000.0,7.47,-59.71779,2024-12-06T14:15:52.674Z,1.51,99.50382,2025-03-11T01:11:48.281Z,,2025-03-28T09:26:23.677Z
chain-2,xcn,Onyxcoin,https://coin-images.coingecko.com/coins/images/24210/large/onyxlogo.jpg?1696523397,0.01000557,329854395,199,484345355.0,25836383.0,0.01092003,0.00998181,-0.000911904164857537,-8.35271,-30041384.445569873,-8.34725,32963579652.874367,48402437326.51888,48402437326.51888,0.184139,-94.5688,2022-05-27T11:45:24.820Z,0.0007055,1317.56886,2023-10-11T20:12:02.910Z,,2025-03-28T09:26:29.608Z
binance-peg-busd,busd,Binance-Peg BUSD,https://coin-images.coingecko.com/coins/images/31273/large/new_binance-peg-busd.png?1696530096,1.004,324385720,200,324385720.0,5780585.0,1.009,0.997993,-0.003623148298571133,-0.35951,-1580562.8824743032,-0.48489,323477997.5096949,323477997.5096949,,1.064,-5.7189,2023-10-23T22:45:26.927Z,0.954278,5.12384,2023-11-21T17:49:36.929Z,,2025-03-28T09:26:19.030Z
gnosis,gno,Gnosis,https://coin-images.coingecko.com/coins/images/662/large/logo_square_simple_300px.png?1696501854,124.19,322297375,201,373376672.0,23238810.0,132.34,124.24,-6.138406940900097,-4.71013,-15090528.424064517,-4.47275,2589589.0,3000000.0,3000000.0,644.2,-80.71246,2021-11-08T17:33:29.302Z,6.88,1704.89551,2020-03-13T02:24:11.825Z,,2025-03-28T09:26:32.360Z
safe,safe,Safe,https://coin-images.coingecko.com/coins/images/27032/large/Artboard_1_copy_8circle-1.png?1696526084,0.581447,321461428,202,580636494.0,467098137.0,0.822151,0.511811,0.068508,13.35592,36888011.0,12.96256,553636279.0,1000000000.0,1000000000.0,3.56,-83.67138,2024-04-23T07:10:17.083Z,0.356678,62.90178,2025-03-11T01:10:22.277Z,,2025-03-28T09:26:28.962Z
akash-network,akt,Akash Network,https://coin-images.coingecko.com/coins/images/12785/large/akash-logo.png?1696512580,1.28,315778256,203,316856768.0,20556261.0,1.46,1.28,-0.11313344478408527,-8.1404,-28554313.522553444,-8.29266,247443076.710739,248288195.807791,388539008.0,8.07,-84.20957,2021-04-06T18:59:48.484Z,0.164994,672.79949,2022-11-21T20:30:53.727Z,,2025-03-28T09:26:26.219Z
mina-protocol,mina,Mina Protocol,https://coin-images.coingecko.com/coins/images/15628/large/JM4_vQ34_400x400.png?1696515261,0.256701,313777166,204,313777166.0,18000805.0,0.28037,0.256334,-0.022814922096324408,-8.1623,-27980093.032681882,-8.18712,1222587989.840039,1222587989.840039,,9.09,-97.1745,2021-06-01T01:42:37.064Z,0.228792,12.26248,2025-03-11T01:11:59.346Z,,2025-03-28T09:26:24.428Z
aioz-network,aioz,AIOZ Network,https://coin-images.coingecko.com/coins/images/14631/large/aioz-logo-200.png?1696514309,0.268095,312362285,205,312550536.0,9054918.0,0.286921,0.267325,-0.01881093316133109,-6.55649,-21397881.154269695,-6.41115,1165143280.382257,1165845476.5013,,2.65,-89.88964,2021-04-03T11:55:34.211Z,0.01099588,2337.4178,2023-09-13T19:20:42.446Z,,2025-03-28T09:26:33.738Z
just,jst,JUST,https://coin-images.coingecko.com/coins/images/11095/large/JUST.jpg?1696511035,0.03094853,306386797,206,306386797.0,25739377.0,0.03159689,0.03077714,-0.000437020777596369,-1.39243,-4437982.450027645,-1.42781,9900000000.0,9900000000.0,9900000000.0,0.193254,-83.99243,2021-04-05T04:34:23.454Z,0.00476275,549.52641,2020-05-09T06:08:54.872Z,,2025-03-28T09:26:33.358Z
stakestone-berachain-vault-token,berastone,StakeStone Berachain Vault Token,https://coin-images.coingecko.com/coins/images/53143/large/beraSTONE.png?1735377526,1890.74,304926713,207,304926713.0,240897.0,2017.05,1887.32,-115.80334527852892,-5.77128,-18375984.97104144,-5.68383,161179.7194666344,161179.7194666344,,3453.2,-45.34615,2025-01-19T20:06:16.641Z,1764.47,6.9619,2025-03-11T00:56:40.065Z,,2025-03-28T09:26:28.111Z
verus-coin,vrsc,Verus,https://coin-images.coingecko.com/coins/images/6769/large/Screenshot_33.png?1696507103,3.81,299237708,208,299240734.0,8774.82,4.05,3.8,-0.24253231584434154,-5.98746,-18966279.931052864,-5.96042,78581949.49552405,78582744.25426085,83540184.0,6.74,-43.60085,2024-12-05T09:36:59.103Z,0.00177843,213637.22722,2020-11-29T04:57:39.065Z,,2025-03-28T09:26:30.641Z
creditcoin-2,ctc,Creditcoin,https://coin-images.coingecko.com/coins/images/10569/large/Creditcoin_Symbol_dark56.png?1737796066,0.680715,295701372,209,408412214.0,40044027.0,0.752249,0.678355,-0.02760598930623237,-3.89738,-11455486.926143229,-3.72952,434416053.0,599999997.0,,8.67,-92.14648,2021-03-14T03:54:22.148Z,0.128298,430.43523,2023-10-19T04:10:52.176Z,,2025-03-28T09:26:29.756Z
polygon-pos-bridged-weth-polygon-pos,weth,Polygon PoS Bridged WETH (Polygon POS),https://coin-images.coingecko.com/coins/images/39708/large/WETH.PNG?1723730343,1908.2,291576487,210,291576487.0,14412334.0,2033.94,1905.49,-115.35369473824085,-5.70054,-15491590.506223202,-5.045,152801.6013866644,152801.6013866644,,4090.99,-53.39812,2024-12-16T18:57:35.001Z,1786.68,6.70529,2025-03-11T01:11:22.711Z,,2025-03-28T09:26:26.100Z
havven,snx,Synthetix Network,https://coin-images.coingecko.com/coins/images/3406/large/SNX.png?1696504103,0.847984,287942146,211,288301480.0,25992883.0,0.924371,0.846943,-0.07139477888777745,-7.76555,-24201666.088175893,-7.75337,339466216.9903987,339889850.0887736,339889850.0887736,28.53,-97.0332,2021-02-14T01:12:38.505Z,0.0347864,2333.41286,2019-01-06T00:00:00.000Z,"{'times': 0.695967391299848, 'currency': 'usd', 'percentage': 69.5967391299848}",2025-03-28T09:26:32.744Z
dash,dash,Dash,https://coin-images.coingecko.com/coins/images/19/large/dash-logo.png?1696501423,23.07,281418939,212,281429914.0,32188990.0,24.34,22.81,-1.2065739547092988,-4.97033,-14914962.21422565,-5.03316,12200999.65927226,12201475.49662221,18920000.0,1493.59,-98.46012,2017-12-20T00:00:00.000Z,0.213899,10652.48015,2014-02-14T00:00:00.000Z,,2025-03-28T09:26:30.506Z
mx-token,mx,MX,https://coin-images.coingecko.com/coins/images/8545/large/MEXC_GLOBAL_LOGO.jpeg?1696508719,2.94,278912248,213,1228955038.0,13493193.0,3.0,2.88,-0.04815597395327309,-1.61293,-4353465.352143884,-1.53688,94954334.0,418391834.0,,5.85,-49.87983,2024-04-09T22:10:39.934Z,0.04218457,6855.9699,2019-11-25T05:59:45.392Z,,2025-03-28T09:26:24.766Z
kusama,ksm,Kusama,https://coin-images.coingecko.com/coins/images/9568/large/m4zRhP5e_400x400.jpg?1696509648,17.06,277845544,214,277845544.0,15170473.0,18.44,17.02,-1.0270673481034969,-5.67909,-16345358.354705572,-5.55604,16290370.26803414,16290370.26803414,,621.71,-97.25927,2021-05-18T05:04:41.858Z,0.876572,1843.85403,2020-01-14T19:20:20.768Z,,2025-03-28T09:26:33.269Z
1inch,1inch,1inch,https://coin-images.coingecko.com/coins/images/13469/large/1inch-token.png?1696513230,0.201279,277339392,215,301902990.0,21942486.0,0.215343,0.200901,-0.013442726973625113,-6.26052,-18469019.39428538,-6.24357,1377956174.438985,1499999999.997,1499999999.997,8.65,-97.67424,2021-10-27T08:24:54.808Z,0.183786,9.48395,2025-03-11T01:11:00.136Z,,2025-03-28T09:26:25.527Z
ether-fi-staked-btc,ebtc,Ether.fi Staked BTC,https://coin-images.coingecko.com/coins/images/50411/large/eBTC.png?1727664788,84218.0,276876397,216,276876397.0,3602372.0,88136.0,84080.0,-3511.99507817383,-4.00319,-13842720.392929971,-4.76154,3290.39530703,3290.39530703,,109069.0,-22.85413,2025-01-20T07:10:58.883Z,58795.0,43.1115,2024-10-10T18:29:41.489Z,,2025-03-28T09:26:31.533Z
polygon-bridged-wbtc-polygon-pos,wbtc,Polygon Bridged WBTC (Polygon POS),https://coin-images.coingecko.com/coins/images/39530/large/wbtc.png?1722809402,85044.0,274926807,217,274926807.0,8787293.0,87416.0,84924.0,-2240.9514847868413,-2.56739,-6875759.139801562,-2.43992,3232.74406468,3232.74406468,,108124.0,-21.35038,2025-01-20T09:17:25.063Z,49937.0,70.29046,2024-08-05T13:19:56.346Z,,2025-03-28T09:26:26.391Z
solayer,layer,Solayer,https://coin-images.coingecko.com/coins/images/53498/large/Layer_320x320.png?1737481230,1.3,274323110,218,1306300525.0,185357424.0,1.37,1.23,0.01572123,1.22301,3642664.0,1.34574,210000000.0,1000000000.0,1000000000.0,1.49,-12.02465,2025-03-27T02:26:54.487Z,0.599884,118.16555,2025-02-18T17:06:52.577Z,,2025-03-28T09:26:29.192Z
golem,glm,Golem,https://coin-images.coingecko.com/coins/images/542/large/Golem_Submark_Positive_RGB.png?1696501761,0.272572,272744661,219,272744661.0,16891624.0,0.288798,0.269262,-0.013006644350696484,-4.55449,-12671524.133663714,-4.43967,1000000000.0,1000000000.0,,1.32,-79.4791,2018-04-13T09:13:22.739Z,0.00913753,2874.10238,2016-12-12T00:00:00.000Z,"{'times': 26.25718566890232, 'currency': 'usd', 'percentage': 2625.718566890232}",2025-03-28T09:26:32.821Z
kaito,kaito,KAITO,https://coin-images.coingecko.com/coins/images/54411/large/Qm4DW488_400x400.jpg?1739552780,1.12,271638361,220,1125314270.0,101941484.0,1.31,1.13,-0.16361299571087762,-12.7029,-39356047.181188405,-12.65491,241388889.0,1000000000.0,1000000000.0,2.88,-60.78242,2025-02-27T08:58:05.008Z,0.906031,24.84581,2025-02-20T15:25:16.768Z,,2025-03-28T09:26:33.590Z
wormhole,w,Wormhole,https://coin-images.coingecko.com/coins/images/35087/large/womrhole_logo_full_color_rgb_2000px_72ppi_fb766ac85a.png?1708688954,0.09233,270093899,223,923542388.0,65223041.0,0.105856,0.092121,-0.011551522878282636,-11.11989,-33561030.63015199,-11.05236,2924542533.0,10000000000.0,10000000000.0,1.66,-94.43007,2024-04-03T11:46:35.308Z,0.078223,18.03902,2025-03-11T01:11:07.873Z,,2025-03-28T09:26:31.888Z
coinbase-wrapped-staked-eth,cbeth,Coinbase Wrapped Staked ETH,https://coin-images.coingecko.com/coins/images/27008/large/cbeth.png?1709186989,2088.35,269957934,221,779339447.0,2884648.0,2226.29,2083.73,-126.0341689295592,-5.69161,-18419439.469834507,-6.38727,129320.4096722935,373334.0782232124,,4434.57,-52.91994,2024-12-16T18:55:35.938Z,1036.96,101.33909,2022-11-09T23:45:43.665Z,,2025-03-28T09:26:29.446Z
stader-ethx,ethx,Stader ETHx,https://coin-images.coingecko.com/coins/images/30870/large/staderx.png?1696529717,2014.66,269912386,222,269912386.0,26239.0,2149.11,2010.43,-124.24193927575857,-5.80869,-16562318.662825346,-5.78142,133965.8694491704,133965.8694491704,,4275.3,-52.87354,2024-12-16T18:57:35.904Z,1537.24,31.06555,2023-10-12T17:37:32.660Z,,2025-03-28T09:26:32.343Z
aethir,ath,Aethir,https://coin-images.coingecko.com/coins/images/36179/large/logogram_circle_dark_green_vb_green_%281%29.png?1718232706,0.03352815,264771979,225,1407769197.0,59085428.0,0.03653028,0.0330417,-0.001273213319577825,-3.65852,-10371310.559548259,-3.76942,7899322677.0,42000000000.0,42000000000.0,0.118536,-71.71465,2024-06-12T10:00:49.718Z,0.03068444,9.268,2025-02-25T11:26:38.269Z,,2025-03-28T09:26:26.239Z
theta-fuel,tfuel,Theta Fuel,https://coin-images.coingecko.com/coins/images/8029/large/1_0YusgngOrriVg4ZYx4wOFQ.png?1696508251,0.03826323,263523144,224,263548122.0,3647868.0,0.04086534,0.03816811,-0.001672882380723092,-4.1889,-11517790.328377992,-4.18766,6887663760.0,6888316599.0,,0.68159,-94.39748,2021-06-09T06:50:55.818Z,0.00090804,4105.34884,2020-03-13T02:30:37.972Z,,2025-03-28T09:26:29.603Z
zksync,zk,ZKsync,https://coin-images.coingecko.com/coins/images/38043/large/ZKTokenBlack.png?1718614502,0.071611,263181148,226,1503892276.0,37708730.0,0.078846,0.071564,-0.007235406489072727,-9.17658,-27183400.034087658,-9.36182,3675000000.0,21000000000.0,21000000000.0,0.320983,-77.67905,2024-06-17T07:44:40.385Z,0.060505,18.41435,2025-03-11T01:11:19.208Z,,2025-03-28T09:26:32.593Z
blur,blur,Blur,https://coin-images.coingecko.com/coins/images/28453/large/blur.png?1696527448,0.114747,259792497,227,344034858.0,48990062.0,0.128921,0.114305,-0.006168558308748351,-5.10153,-14123752.451247275,-5.15623,2265402690.496575,3000000000.0,3000000000.0,5.02,-97.71332,2023-02-14T17:33:55.928Z,0.091016,26.02813,2025-03-11T01:10:55.131Z,,2025-03-28T09:26:28.148Z
quorium,qgold,Quorium,https://coin-images.coingecko.com/coins/images/33597/large/Linked_in_Profile_Picture.png?1702476714,3070.25,257901210,228,257901210.0,84364.0,3071.56,3036.35,33.9,1.11652,2944088.0,1.15474,84000.0,84000.0,,3572.74,-14.06451,2024-12-15T12:35:33.216Z,1170.65,162.26853,2024-06-03T15:03:04.114Z,,2025-03-28T09:26:26.910Z
notcoin,not,Notcoin,https://coin-images.coingecko.com/coins/images/33453/large/rFmThDiD_400x400.jpg?1701876350,0.00251468,257707731,229,257707731.0,53987864.0,0.00275844,0.00251058,-0.000192290511582315,-7.10353,-19079157.453226298,-6.89309,102456956984.5639,102456956984.5639,,0.02836145,-91.13232,2024-06-02T18:00:38.587Z,0.00186166,35.09475,2025-03-11T01:06:28.404Z,,2025-03-28T09:26:25.157Z
eigenlayer,eigen,Eigenlayer,https://coin-images.coingecko.com/coins/images/37441/large/eigen.jpg?1728023974,1.047,255857681,230,1795893955.0,41087738.0,1.18,1.043,-0.1273028763689481,-10.84051,-31612513.927418888,-10.9968,244494078.48882574,1716131545.248808,,5.65,-81.45463,2024-12-17T03:45:30.422Z,1.012,3.44033,2025-03-11T01:05:38.412Z,,2025-03-28T09:26:31.070Z
zetachain,zeta,ZetaChain,https://coin-images.coingecko.com/coins/images/26718/large/Twitter_icon.png?1696525788,0.347242,254533303,231,730571968.0,298921814.0,0.432635,0.347614,-0.05517576013502762,-13.71107,-40055502.218707085,-13.59709,731645833.0,2100000000.0,2100000000.0,2.85,-87.81837,2024-02-15T20:45:12.099Z,0.185893,86.99063,2025-03-11T01:11:08.089Z,,2025-03-28T09:26:32.730Z
snek,snek,Snek,https://coin-images.coingecko.com/coins/images/30496/large/snek_icon_200_v2.png?1737994261,0.00340198,253654320,232,256891619.0,1598428.0,0.00377819,0.00338448,-0.000362568745144451,-9.63113,-27605778.76986566,-9.81504,74436003153.0,75386003169.0,76715880000.0,0.00895508,-62.00659,2024-12-05T11:50:53.994Z,0.00013847,2357.12191,2023-10-20T02:25:36.411Z,,2025-03-28T09:26:28.395Z
safepal,sfp,SafePal,https://coin-images.coingecko.com/coins/images/13905/large/sfp.png?1696513647,0.505274,252628712,233,252628712.0,8484202.0,0.528299,0.500152,-0.01729960566489286,-3.31046,-8682724.51310721,-3.32275,500000000.0,500000000.0,500000000.0,4.19,-87.95231,2021-02-09T18:30:34.250Z,0.269235,87.38123,2022-06-14T02:06:50.102Z,,2025-03-28T09:26:27.321Z
sweth,sweth,Swell Ethereum,https://coin-images.coingecko.com/coins/images/30326/large/_lB7zEtS_400x400.jpg?1696529227,2070.72,251330232,234,251337239.0,312488.0,2205.53,2066.71,-124.54395127657335,-5.6733,-14733912.086941123,-5.53773,121323.095741077,121326.478319651,,4395.57,-52.871,2024-12-16T18:45:57.408Z,1535.26,34.93425,2023-10-12T17:25:37.017Z,,2025-03-28T09:26:29.007Z
superfarm,super,SuperVerse,https://coin-images.coingecko.com/coins/images/14040/large/SV-Logo-200x200.png?1706880312,0.55559,250943812,235,555559430.0,22030060.0,0.618371,0.553679,-0.04684451140813917,-7.77587,-21232382.86912483,-7.80097,451694843.416917,999998077.4169172,999998077.4169172,4.74,-88.3082,2021-03-31T07:38:55.006Z,0.070397,687.47962,2023-10-19T02:20:23.295Z,,2025-03-28T09:26:28.985Z
usdd,usdd,USDD,https://coin-images.coingecko.com/coins/images/25380/large/UUSD.jpg?1696524513,0.99976,248179986,236,248179986.0,8981702.0,1.0,0.999361,-0.000326795572063943,-0.03268,-16899814.25278747,-6.37537,248186704.0,248186704.0,,1.052,-4.93403,2023-10-23T22:45:25.398Z,0.928067,7.74245,2022-06-19T16:15:11.558Z,,2025-03-28T09:26:30.191Z
nervos-network,ckb,Nervos Network,https://coin-images.coingecko.com/coins/images/9566/large/Nervos_White.png?1696509646,0.00530942,245318782,237,249206780.0,46862661.0,0.00602219,0.00528172,-0.000317553514894755,-5.64342,-14480369.213000894,-5.57368,46207038693.43327,46939362711.5656,,0.04370633,-87.90418,2021-03-31T17:08:59.155Z,0.00197892,167.14761,2022-12-17T14:25:57.243Z,"{'times': -0.4690582627389143, 'currency': 'usd', 'percentage': -46.90582627389143}",2025-03-28T09:26:25.026Z
frax-ether,frxeth,Frax Ether,https://coin-images.coingecko.com/coins/images/28284/large/frxETH_icon.png?1696527284,1927.01,242792299,238,242791108.0,1375976.0,2046.0,1906.55,-101.30748131288988,-4.99466,-13822860.654168308,-5.38661,125980.0589282545,125979.441213165,,4084.25,-52.81557,2024-12-06T20:43:31.342Z,1137.25,69.45558,2022-11-23T02:25:33.267Z,,2025-03-28T09:26:32.345Z
venom,venom,Venom,https://coin-images.coingecko.com/coins/images/28660/large/Venom_Icon.png?1696527645,0.118488,242371060,239,862747043.0,663115.0,0.127064,0.117996,-0.005003355259183953,-4.05159,-10097509.192430794,-3.99951,2044252893.689473,7276748050.121987,8000000000.0,0.782403,-84.8554,2024-03-25T11:36:14.849Z,0.03459851,242.47632,2025-02-03T14:22:17.614Z,,2025-03-28T09:26:30.722Z
astar,astr,Astar,https://coin-images.coingecko.com/coins/images/22617/large/astr.png?1696521933,0.03165723,241312297,240,265292491.0,8325820.0,0.03423336,0.03160236,-0.002260826489898692,-6.66555,-17103891.3498725,-6.61874,7625061399.0,8382795077.0,,0.421574,-92.49764,2022-01-17T13:34:36.289Z,0.02755464,14.78275,2025-03-11T01:10:40.563Z,,2025-03-28T09:26:27.057Z
compound-wrapped-btc,cwbtc,cWBTC,https://coin-images.coingecko.com/coins/images/10823/large/cwbtc.png?1696510780,1710.23,237705764,241,237273927.0,0.0,1760.93,1706.92,-47.13581624547783,-2.68219,-7262281.413373381,-2.96458,138990.4967942,138737.99461513,,2187.46,-21.9677,2025-01-20T09:10:13.583Z,91.15,1772.6318,2020-03-16T11:09:17.436Z,,2025-03-28T09:25:15.788Z
zilliqa,zil,Zilliqa,https://coin-images.coingecko.com/coins/images/2687/large/Zilliqa-logo.png?1696503475,0.01196935,236012234,242,244189845.0,14800045.0,0.01283225,0.01196745,-0.000839903142218077,-6.557,-16474107.109173983,-6.52475,19704871613.08221,20387627630.77246,21000000000.0,0.255376,-95.31564,2021-05-06T17:33:45.940Z,0.00239616,399.24561,2020-03-13T02:22:55.161Z,"{'times': -0.25975442823540473, 'currency': 'eth', 'percentage': -25.975442823540472}",2025-03-28T09:26:32.398Z
dydx,ethdydx,dYdX,https://coin-images.coingecko.com/coins/images/17500/large/hjnIm9bV.jpg?1696517040,0.694862,234775084,243,234775084.0,18513666.0,0.750904,0.694011,-0.05078508503778978,-6.81087,-17096122.295756012,-6.78764,337546293.2703963,337546293.2703963,1000000000.0,27.86,-97.50379,2021-09-30T01:23:43.570Z,0.510198,36.30886,2025-03-11T01:07:41.935Z,,2025-03-28T09:26:31.305Z
meow,meow,MEOW,https://coin-images.coingecko.com/coins/images/38796/large/MEOW.png?1718897555,0.00254515,228835982,244,228835982.0,1460430.0,0.00331621,0.00252012,-0.000539327146627125,-17.48518,-47631021.705072045,-17.22847,89999913368.34525,89999913368.34525,90000000000.0,0.01085385,-76.58192,2025-02-20T10:40:27.584Z,3.4e-06,74654.58331,2024-08-23T17:34:30.905Z,,2025-03-28T09:26:32.571Z
wemix-token,wemix,WEMIX,https://coin-images.coingecko.com/coins/images/12998/large/wemixcoin_color_200.png?1696512788,0.545489,228453529,245,293670192.0,4673749.0,0.55633,0.516415,0.01731045,3.27738,7074462.0,3.19563,418934775.1551715,538528149.4026076,590000000.0,24.71,-97.80073,2021-11-21T17:33:44.178Z,0.128398,323.27647,2021-06-22T12:52:49.089Z,,2025-03-28T09:26:32.180Z
arkham,arkm,Arkham,https://coin-images.coingecko.com/coins/images/30929/large/Arkham_Logo_CG.png?1696529771,0.58673,227417291,246,586472592.0,81783471.0,0.640023,0.585061,-0.03469941344316807,-5.5838,-13458990.783412248,-5.58751,387771388.0,1000000000.0,1000000000.0,3.98,-85.25978,2024-03-10T00:04:54.733Z,0.287824,103.62481,2023-10-19T02:00:13.308Z,,2025-03-28T09:26:27.249Z
mimblewimblecoin,mwc,MimbleWimbleCoin,https://coin-images.coingecko.com/coins/images/9989/large/E5zZUXza_400x400.jpg?1696510026,20.31,222928634,247,222928634.0,163858.0,20.81,20.24,-0.44352087770177206,-2.13725,-4883426.635119826,-2.14362,10977606.8069404,10977606.8069404,20000000.0,38.81,-47.67931,2025-01-31T13:06:55.142Z,0.298733,6697.48918,2019-12-05T00:00:00.000Z,,2025-03-28T09:26:24.503Z
agentfun-ai,agentfun,AgentFun.AI,https://coin-images.coingecko.com/coins/images/52133/large/AIFUN_%282%29.png?1732639482,2.23,221125776,248,221125776.0,83386.0,2.35,1.96,0.172277,8.38855,16269631.0,7.94198,100000000.0,100000000.0,100000000.0,25.25,-91.23711,2024-12-04T07:45:52.119Z,1.47,50.54455,2025-02-28T08:15:30.359Z,,2025-03-28T09:26:25.920Z
popcat,popcat,Popcat,https://coin-images.coingecko.com/coins/images/33760/large/image.jpg?1702964227,0.225377,220795075,249,220795075.0,49473885.0,0.246356,0.224203,-0.01620355533534079,-6.7073,-15877580.49158737,-6.70867,979978669.96,979978669.96,979978694.0,2.05,-89.03399,2024-11-17T15:50:59.669Z,0.00379728,5833.77754,2024-01-05T15:34:24.842Z,,2025-03-28T09:26:26.207Z
0x,zrx,0x Protocol,https://coin-images.coingecko.com/coins/images/863/large/0x.png?1696501996,0.259581,220187064,250,259533187.0,33447459.0,0.279164,0.258826,-0.017504191187545592,-6.31725,-14528739.848125279,-6.18993,848396562.906836,1000000000.0,1000000000.0,2.5,-89.63447,2018-01-13T00:00:00.000Z,0.120667,114.49268,2020-03-13T02:27:49.563Z,"{'times': 4.4079466077235185, 'currency': 'usd', 'percentage': 440.79466077235185}",2025-03-28T09:26:26.015Z
freysa-ai,fai,Freysa AI,https://coin-images.coingecko.com/coins/images/52315/large/FAI.png?1733076295,0.02664513,219921558,251,219921558.0,6110545.0,0.03062388,0.02323333,0.00313719,13.34523,27678464.0,14.39764,8189700000.0,8189700000.0,8189700000.0,0.080047,-66.53528,2025-01-06T16:31:35.641Z,0.00158821,1586.65043,2024-12-03T02:35:38.265Z,,2025-03-28T09:26:32.545Z
